borough,intersection,Number of Bike Accidents,lat_lon_list
MANHATTAN,ALLEN STREET & GRAND STREET,9,"[40.71738, -73.9913]"
MANHATTAN,ALLEN STREET & GRAND STREET,9,"[40.71734, -73.99118]"
MANHATTAN,2 AVENUE & EAST 14 STREET,9,"[40.73235, -73.98494]"
MANHATTAN,2 AVENUE & EAST 14 STREET,9,"[40.73235, -73.98495]"
MANHATTAN,1 AVENUE & EAST 34 STREET,9,"[40.74378, -73.97351]"
MANHATTAN,1 AVENUE & EAST 34 STREET,9,"[40.74378, -73.97352]"
BROOKLYN,AVENUE Z & OCEAN PARKWAY,9,"[40.58667, -73.96615]"
BROOKLYN,AVENUE Z & OCEAN PARKWAY,9,"[40.58667, -73.96616]"
BROOKLYN,4 AVENUE & UNION STREET,8,"[40.67741, -73.98305]"
MANHATTAN,1 AVENUE & EAST 86 STREET,8,"[40.77688, -73.94937]"
MANHATTAN,1 AVENUE & EAST 86 STREET,8,"[40.77687, -73.94938]"
BROOKLYN,BOERUM STREET & BUSHWICK AVENUE,8,"[40.70621, -73.9396]"
BROOKLYN,BOERUM STREET & BUSHWICK AVENUE,8,"[40.70621, -73.93961]"
MANHATTAN,WARREN STREET & WEST STREET,8,"[40.71645, -74.01305]"
MANHATTAN,WARREN STREET & WEST STREET,8,"[40.71645, -74.01306]"
BROOKLYN,BERGEN STREET & FLATBUSH AVENUE,8,"[40.68087, -73.97514]"
BROOKLYN,BERGEN STREET & FLATBUSH AVENUE,8,"[40.68087, -73.97515]"
BROOKLYN,BUSHWICK AVENUE & MESEROLE STREET,8,"[40.70839, -73.93996]"
BROOKLYN,ALBEMARLE ROAD & OCEAN AVENUE,8,"[40.64724, -73.96047]"
BROOKLYN,ALBEMARLE ROAD & OCEAN AVENUE,8,"[40.64724, -73.96048]"
QUEENS,69 STREET & QUEENS BOULEVARD,8,"[40.74027, -73.89585]"
QUEENS,69 STREET & QUEENS BOULEVARD,8,"[40.74027, -73.89586]"
QUEENS,103 STREET & 34 AVENUE,8,"[40.7558, -73.86534]"
QUEENS,103 STREET & 34 AVENUE,8,"[40.7558, -73.86535]"
MANHATTAN,COLUMBUS AVENUE & WEST 72 STREET,8,"[40.77741, -73.9788]"
MANHATTAN,COLUMBUS AVENUE & WEST 72 STREET,8,"[40.77741, -73.97881]"
MANHATTAN,2 AVENUE & EAST 12 STREET,8,"[40.73102, -73.98591]"
MANHATTAN,2 AVENUE & EAST 12 STREET,8,"[40.73102, -73.98592]"
MANHATTAN,RIVERSIDE DRIVE & WEST 165 STREET,8,"[40.84105, -73.94468]"
MANHATTAN,RIVERSIDE DRIVE & WEST 165 STREET,8,"[40.84103, -73.94463]"
MANHATTAN,2 AVENUE & EAST 44 STREET,8,"[40.75112, -73.97126]"
MANHATTAN,2 AVENUE & EAST 44 STREET,8,"[40.75112, -73.97127]"
BROOKLYN,ATLANTIC AVENUE & RALPH AVENUE,8,"[40.67694, -73.92182]"
BROOKLYN,ATLANTIC AVENUE & RALPH AVENUE,8,"[40.67702, -73.92182]"
BRONX,BRUCKNER BOULEVARD & LEGGETT AVENUE,8,"[40.8131, -73.89826]"
BRONX,BRUCKNER BOULEVARD & LEGGETT AVENUE,8,"[40.81318, -73.89845]"
MANHATTAN,ALBANY STREET & WEST STREET,8,"[40.70983, -74.01468]"
BROOKLYN,HAVEMEYER STREET & SOUTH 3 STREET,8,"[40.71086, -73.958]"
BROOKLYN,HAVEMEYER STREET & SOUTH 3 STREET,8,"[40.71086, -73.95801]"
MANHATTAN,2 AVENUE & EAST 9 STREET,8,"[40.72919, -73.98725]"
MANHATTAN,2 AVENUE & EAST 9 STREET,8,"[40.72919, -73.98724]"
BROOKLYN,18 AVENUE & CONEY ISLAND AVENUE,8,"[40.63524, -73.96763]"
BROOKLYN,18 AVENUE & CONEY ISLAND AVENUE,8,"[40.63524, -73.96764]"
BROOKLYN,BUSHWICK AVENUE & HALSEY STREET,8,"[40.68708, -73.91389]"
MANHATTAN,8 AVENUE & WEST 40 STREET,8,"[40.75595, -73.99073]"
MANHATTAN,8 AVENUE & WEST 40 STREET,8,"[40.75595, -73.99074]"
MANHATTAN,RIVERSIDE DRIVE & WEST 79 STREET,8,"[40.78498, -73.98264]"
MANHATTAN,RIVERSIDE DRIVE & WEST 79 STREET,8,"[40.78499, -73.98261]"
MANHATTAN,1 AVENUE & EAST 120 STREET,8,"[40.79859, -73.93352]"
MANHATTAN,1 AVENUE & EAST 120 STREET,8,"[40.79859, -73.93353]"
MANHATTAN,CENTRE STREET & CHAMBERS STREET,8,"[40.71314, -74.00406]"
MANHATTAN,CENTRE STREET & CHAMBERS STREET,8,"[40.71314, -74.00407]"
MANHATTAN,CENTRAL PARK WEST & WEST 97 STREET,8,"[40.79236, -73.96417]"
MANHATTAN,CENTRAL PARK WEST & WEST 97 STREET,8,"[40.79236, -73.96418]"
BROOKLYN,GRAHAM AVENUE & SCHOLES STREET,8,"[40.70878, -73.94344]"
MANHATTAN,MAIDEN LANE & WATER STREET,8,"[40.70614, -74.00602]"
MANHATTAN,MAIDEN LANE & WATER STREET,8,"[40.70614, -74.00603]"
BROOKLYN,PROSPECT PARK SOUTHWEST & SEELEY STREET,8,"[40.65564, -73.97355]"
BROOKLYN,PROSPECT PARK SOUTHWEST & SEELEY STREET,8,"[40.65564, -73.97356]"
MANHATTAN,EAST 125 STREET & PARK AVENUE,8,"[40.80506, -73.93903]"
MANHATTAN,EAST 125 STREET & PARK AVENUE,8,"[40.80506, -73.93904]"
MANHATTAN,BROADWAY & CANAL STREET,8,"[40.7194, -74.00188]"
MANHATTAN,BROADWAY & CANAL STREET,8,"[40.71939, -74.00189]"
BROOKLYN,86 STREET & STILLWELL AVENUE,8,"[40.59674, -73.98527]"
BROOKLYN,86 STREET & STILLWELL AVENUE,8,"[40.59674, -73.98528]"
MANHATTAN,AVENUE OF THE AMERICAS & WEST 57 STREET,8,"[40.76432, -73.9772]"
QUEENS,102 STREET & 45 AVENUE,8,"[40.74636, -73.86244]"
QUEENS,102 STREET & 45 AVENUE,8,"[40.74636, -73.86245]"
BROOKLYN,BROADWAY & FLUSHING AVENUE,8,"[40.70073, -73.94193]"
MANHATTAN,1 AVENUE & EAST 13 STREET,8,"[40.73065, -73.98307]"
MANHATTAN,1 AVENUE & EAST 13 STREET,8,"[40.73066, -73.98309]"
BROOKLYN,LINDEN BOULEVARD & ROCKAWAY AVENUE,8,"[40.65474, -73.90692]"
BROOKLYN,LINDEN BOULEVARD & ROCKAWAY AVENUE,8,"[40.65473, -73.90692]"
MANHATTAN,EAST 21 STREET & PARK AVENUE SOUTH,8,"[40.7389, -73.9873]"
MANHATTAN,EAST 21 STREET & PARK AVENUE SOUTH,8,"[40.7389, -73.98731]"
MANHATTAN,AVENUE OF THE AMERICAS & WEST 22 STREET,8,"[40.74224, -73.99329]"
MANHATTAN,AVENUE OF THE AMERICAS & WEST 22 STREET,8,"[40.74223, -73.9933]"
MANHATTAN,CANAL STREET & CENTRE STREET,8,"[40.71802, -73.99996]"
BROOKLYN,BROADWAY & HAVEMEYER STREET,8,"[40.7089, -73.95925]"
BROOKLYN,BROADWAY & HAVEMEYER STREET,8,"[40.7089, -73.95926]"
MANHATTAN,MURRAY STREET & WEST STREET,8,"[40.71524, -74.01338]"
MANHATTAN,MURRAY STREET & WEST STREET,8,"[40.71523, -74.01334]"
MANHATTAN,2 AVENUE & EAST 37 STREET,8,"[40.74668, -73.9745]"
MANHATTAN,AVENUE C & EAST 10 STREET,8,"[40.72588, -73.97753]"
MANHATTAN,AVENUE C & EAST 10 STREET,8,"[40.72588, -73.97754]"
BROOKLYN,AVENUE T & OCEAN PARKWAY,8,"[40.60008, -73.96591]"
BROOKLYN,AVENUE T & OCEAN PARKWAY,8,"[40.60009, -73.96591]"
MANHATTAN,7 AVENUE & WEST 25 STREET,8,"[40.74538, -73.99471]"
MANHATTAN,EAST 16 STREET & UNION SQUARE EAST,8,"[40.73599, -73.98946]"
BROOKLYN,FULTON STREET & SOUTH PORTLAND AVENUE,8,"[40.68631, -73.97444]"
BROOKLYN,FULTON STREET & SOUTH PORTLAND AVENUE,8,"[40.68631, -73.97445]"
MANHATTAN,2 AVENUE & EAST 20 STREET,8,"[40.73602, -73.98227]"
MANHATTAN,2 AVENUE & EAST 20 STREET,8,"[40.73602, -73.98228]"
MANHATTAN,7 AVENUE & WEST 145 STREET,8,"[40.82164, -73.93908]"
MANHATTAN,7 AVENUE & WEST 145 STREET,8,"[40.82164, -73.93909]"
BROOKLYN,5 AVENUE & 5 STREET,8,"[40.67159, -73.98429]"
BROOKLYN,5 AVENUE & 5 STREET,8,"[40.67159, -73.9843]"
MANHATTAN,BROADWAY & EAST 9 STREET,8,"[40.73117, -73.99192]"
MANHATTAN,BROADWAY & EAST 9 STREET,8,"[40.73116, -73.99193]"
BROOKLYN,45 STREET & 5 AVENUE,8,"[40.64791, -74.00741]"
BROOKLYN,45 STREET & 5 AVENUE,8,"[40.6479, -74.00742]"
MANHATTAN,AMSTERDAM AVENUE & WEST 149 STREET,8,"[40.82778, -73.94575]"
MANHATTAN,AMSTERDAM AVENUE & WEST 149 STREET,8,"[40.82777, -73.94576]"
BROOKLYN,LAFAYETTE AVENUE & MARCY AVENUE,8,"[40.69024, -73.94819]"
BROOKLYN,LAFAYETTE AVENUE & MARCY AVENUE,8,"[40.69024, -73.9482]"
BROOKLYN,ALBANY AVENUE & EASTERN PARKWAY,8,"[40.66925, -73.93943]"
BROOKLYN,ALBANY AVENUE & EASTERN PARKWAY,8,"[40.66925, -73.93944]"
BROOKLYN,16 STREET & 5 AVENUE,8,"[40.66496, -73.98981]"
BROOKLYN,16 STREET & 5 AVENUE,8,"[40.66496, -73.98982]"
QUEENS,111 STREET & ROOSEVELT AVENUE,8,"[40.75158, -73.85584]"
BROOKLYN,BEDFORD AVENUE & EASTERN PARKWAY,8,"[40.67012, -73.95527]"
BROOKLYN,BEDFORD AVENUE & EASTERN PARKWAY,8,"[40.67012, -73.95528]"
MANHATTAN,SAINT NICHOLAS AVENUE & WEST 125 STREET,8,"[40.81076, -73.95259]"
MANHATTAN,SAINT NICHOLAS AVENUE & WEST 125 STREET,8,"[40.81076, -73.9526]"
QUEENS,34 AVENUE & 74 STREET,8,"[40.75295, -73.89247]"
QUEENS,34 AVENUE & 74 STREET,8,"[40.75294, -73.89248]"
QUEENS,102 STREET & ROOSEVELT AVENUE,8,"[40.74972, -73.86418]"
QUEENS,102 STREET & ROOSEVELT AVENUE,8,"[40.74972, -73.86419]"
BROOKLYN,CLASSON AVENUE & FULTON STREET,8,"[40.68174, -73.95858]"
BROOKLYN,CLASSON AVENUE & FULTON STREET,8,"[40.68148, -73.95735]"
BROOKLYN,CLASSON AVENUE & FULTON STREET,8,"[40.68174, -73.95859]"
MANHATTAN,EAST 28 STREET & PARK AVENUE SOUTH,8,"[40.74332, -73.98407]"
MANHATTAN,EAST 28 STREET & PARK AVENUE SOUTH,8,"[40.74332, -73.98408]"
MANHATTAN,AMSTERDAM AVENUE & WEST 72 STREET,8,"[40.77861, -73.98162]"
MANHATTAN,AMSTERDAM AVENUE & WEST 72 STREET,8,"[40.77861, -73.98163]"
MANHATTAN,BROADWAY & EAST 23 STREET,8,"[40.74136, -73.98913]"
MANHATTAN,BROADWAY & EAST 23 STREET,8,"[40.74136, -73.98914]"
MANHATTAN,2 AVENUE & EAST 55 STREET,8,"[40.75801, -73.96624]"
MANHATTAN,2 AVENUE & EAST 55 STREET,8,"[40.75801, -73.96625]"
BROOKLYN,ADAMS STREET & TILLARY STREET,8,"[40.6962, -73.98876]"
BROOKLYN,ADAMS STREET & TILLARY STREET,8,"[40.6962, -73.98869]"
BRONX,3 AVENUE & EAST 149 STREET,8,"[40.81608, -73.91769]"
BROOKLYN,ASHLAND PLACE & MYRTLE AVENUE,8,"[40.69349, -73.97917]"
MANHATTAN,BROADWAY & WEST 66 STREET,7,"[40.77388, -73.98223]"
MANHATTAN,BROADWAY & WEST 66 STREET,7,"[40.77387, -73.98223]"
BROOKLYN,KINGS HIGHWAY & OCEAN PARKWAY,7,"[40.60568, -73.96696]"
BROOKLYN,KINGS HIGHWAY & OCEAN PARKWAY,7,"[40.60566, -73.96697]"
QUEENS,25 AVENUE & STEINWAY STREET,7,"[40.76796, -73.91168]"
QUEENS,25 AVENUE & STEINWAY STREET,7,"[40.76796, -73.91169]"
BROOKLYN,DITMAS AVENUE & OCEAN AVENUE,7,"[40.6393, -73.95897]"
BROOKLYN,DITMAS AVENUE & OCEAN AVENUE,7,"[40.63931, -73.95898]"
MANHATTAN,1 AVENUE & EAST 72 STREET,7,"[40.7678, -73.956]"
MANHATTAN,1 AVENUE & EAST 72 STREET,7,"[40.7678, -73.95601]"
MANHATTAN,8 AVENUE & WEST 35 STREET,7,"[40.75285, -73.99298]"
MANHATTAN,8 AVENUE & WEST 35 STREET,7,"[40.75285, -73.99299]"
MANHATTAN,3 AVENUE & EAST 12 STREET,7,"[40.73196, -73.98815]"
MANHATTAN,3 AVENUE & EAST 12 STREET,7,"[40.73196, -73.98816]"
BROOKLYN,ALBANY AVENUE & FULTON STREET,7,"[40.67979, -73.93843]"
BROOKLYN,ALBANY AVENUE & FULTON STREET,7,"[40.67979, -73.93844]"
MANHATTAN,8 AVENUE & WEST 34 STREET,7,"[40.75219, -73.99346]"
MANHATTAN,8 AVENUE & WEST 34 STREET,7,"[40.75219, -73.99347]"
MANHATTAN,EAST 4 STREET & LAFAYETTE STREET,7,"[40.72787, -73.99314]"
MANHATTAN,EAST 4 STREET & LAFAYETTE STREET,7,"[40.72787, -73.99315]"
BRONX,EAST 149 STREET & GRAND CONCOURSE,7,"[40.81856, -73.92732]"
BRONX,EAST 149 STREET & GRAND CONCOURSE,7,"[40.81289, -73.92012]"
MANHATTAN,1 AVENUE & EAST 51 STREET,7,"[40.7545, -73.9657]"
MANHATTAN,1 AVENUE & EAST 51 STREET,7,"[40.75451, -73.96571]"
MANHATTAN,7 AVENUE & WEST 22 STREET,7,"[40.74343, -73.99613]"
MANHATTAN,8 AVENUE & WEST 118 STREET,7,"[40.80573, -73.95441]"
MANHATTAN,8 AVENUE & WEST 118 STREET,7,"[40.80573, -73.95442]"
BROOKLYN,BORINQUEN PLACE & SOUTH 1 STREET,7,"[40.71076, -73.95313]"
BROOKLYN,BORINQUEN PLACE & SOUTH 1 STREET,7,"[40.71076, -73.95314]"
QUEENS,34 AVENUE & JUNCTION BOULEVARD,7,"[40.75503, -73.87269]"
QUEENS,34 AVENUE & JUNCTION BOULEVARD,7,"[40.75503, -73.8727]"
BROOKLYN,5 AVENUE & FLATBUSH AVENUE,7,"[40.68251, -73.97632]"
BROOKLYN,5 AVENUE & FLATBUSH AVENUE,7,"[40.68251, -73.97633]"
MANHATTAN,8 AVENUE & WEST 116 STREET,7,"[40.80442, -73.95537]"
MANHATTAN,8 AVENUE & WEST 116 STREET,7,"[40.80442, -73.95538]"
QUEENS,61 STREET & ROOSEVELT AVENUE,7,"[40.7456, -73.90339]"
QUEENS,61 STREET & ROOSEVELT AVENUE,7,"[40.74559, -73.9034]"
QUEENS,59 STREET & ROOSEVELT AVENUE,7,"[40.74539, -73.90558]"
QUEENS,59 STREET & ROOSEVELT AVENUE,7,"[40.74539, -73.90559]"
BRONX,EAST 138 STREET & WILLIS AVENUE,7,"[40.80911, -73.92289]"
BRONX,EAST 138 STREET & WILLIS AVENUE,7,"[40.80911, -73.9229]"
BROOKLYN,DE KALB AVENUE & VANDERBILT AVENUE,7,"[40.68947, -73.9691]"
BROOKLYN,DE KALB AVENUE & VANDERBILT AVENUE,7,"[40.68947, -73.96911]"
QUEENS,MAIN STREET & MAPLE AVENUE,7,"[40.75539, -73.82828]"
MANHATTAN,CHAMBERS STREET & CHURCH STREET,7,"[40.71493, -74.00794]"
MANHATTAN,CHAMBERS STREET & CHURCH STREET,7,"[40.71493, -74.00795]"
QUEENS,JACKSON AVENUE & QUEENS BOULEVARD,7,"[40.74892, -73.9374]"
QUEENS,JACKSON AVENUE & QUEENS BOULEVARD,7,"[40.74892, -73.93739]"
BROOKLYN,48 STREET & 5 AVENUE,7,"[40.64623, -74.00915]"
BROOKLYN,48 STREET & 5 AVENUE,7,"[40.64623, -74.00916]"
MANHATTAN,BROADWAY & WEST HOUSTON STREET,7,"[40.72543, -73.99677]"
MANHATTAN,BROADWAY & WEST HOUSTON STREET,7,"[40.72543, -73.99678]"
MANHATTAN,8 AVENUE & WEST 145 STREET,7,"[40.82284, -73.94192]"
MANHATTAN,8 AVENUE & WEST 145 STREET,7,"[40.82283, -73.94192]"
MANHATTAN,5 AVENUE & EAST 57 STREET,7,"[40.76297, -73.97397]"
MANHATTAN,5 AVENUE & EAST 57 STREET,7,"[40.76297, -73.97398]"
BRONX,EAST 165 STREET & MORRIS AVENUE,7,"[40.82929, -73.91641]"
BRONX,EAST 165 STREET & MORRIS AVENUE,7,"[40.82929, -73.91642]"
BROOKLYN,CHURCH AVENUE & FLATBUSH AVENUE,7,"[40.65039, -73.95871]"
BROOKLYN,CHURCH AVENUE & FLATBUSH AVENUE,7,"[40.65039, -73.95872]"
BROOKLYN,41 STREET & 5 AVENUE,7,"[40.65015, -74.00507]"
BROOKLYN,41 STREET & 5 AVENUE,7,"[40.65015, -74.00508]"
BROOKLYN,LAFAYETTE AVENUE & WASHINGTON AVENUE,7,"[40.68821, -73.96582]"
BROOKLYN,LAFAYETTE AVENUE & WASHINGTON AVENUE,7,"[40.68821, -73.96583]"
BROOKLYN,UTICA AVENUE & WINTHROP STREET,7,"[40.6583, -73.93108]"
BROOKLYN,UTICA AVENUE & WINTHROP STREET,7,"[40.6583, -73.93109]"
BROOKLYN,6 AVENUE & UNION STREET,7,"[40.67544, -73.97796]"
BROOKLYN,6 AVENUE & UNION STREET,7,"[40.67543, -73.97797]"
MANHATTAN,LENOX AVENUE & WEST 145 STREET,7,"[40.82044, -73.93623]"
MANHATTAN,LENOX AVENUE & WEST 145 STREET,7,"[40.82044, -73.93624]"
MANHATTAN,8 AVENUE & WEST 25 STREET,7,"[40.74658, -73.99755]"
MANHATTAN,8 AVENUE & WEST 25 STREET,7,"[40.74658, -73.99756]"
MANHATTAN,7 AVENUE & CENTRAL PARK SOUTH,7,"[40.76688, -73.97908]"
BROOKLYN,BERGEN STREET & VANDERBILT AVENUE,7,"[40.67942, -73.96823]"
MANHATTAN,1 AVENUE & EAST 77 STREET,7,"[40.77102, -73.95365]"
MANHATTAN,AVENUE C & EAST HOUSTON STREET,7,"[40.72071, -73.98131]"
MANHATTAN,AVENUE C & EAST HOUSTON STREET,7,"[40.72071, -73.98132]"
BROOKLYN,PACIFIC STREET & VANDERBILT AVENUE,7,"[40.68096, -73.96768]"
BROOKLYN,PACIFIC STREET & VANDERBILT AVENUE,7,"[40.68106, -73.96748]"
BROOKLYN,PACIFIC STREET & VANDERBILT AVENUE,7,"[40.68095, -73.96768]"
BRONX,UNIVERSITY AVENUE & WEST TREMONT AVENUE,7,"[40.85048, -73.91543]"
BRONX,UNIVERSITY AVENUE & WEST TREMONT AVENUE,7,"[40.85049, -73.91546]"
MANHATTAN,EAST 30 STREET & LEXINGTON AVENUE,7,"[40.74388, -73.98156]"
MANHATTAN,EAST 30 STREET & LEXINGTON AVENUE,7,"[40.74388, -73.98157]"
QUEENS,79 STREET & ROOSEVELT AVENUE,7,"[40.74734, -73.88672]"
QUEENS,79 STREET & ROOSEVELT AVENUE,7,"[40.74734, -73.88673]"
MANHATTAN,LAGUARDIA PLACE & WEST HOUSTON STREET,7,"[40.72693, -73.99992]"
QUEENS,21 STREET & 41 AVENUE,7,"[40.754, -73.94243]"
QUEENS,21 STREET & 41 AVENUE,7,"[40.754, -73.94244]"
MANHATTAN,EDGECOMBE AVENUE & WEST 145 STREET,7,"[40.82365, -73.94384]"
MANHATTAN,EDGECOMBE AVENUE & WEST 145 STREET,7,"[40.82365, -73.94385]"
MANHATTAN,AVENUE A & EAST 6 STREET,7,"[40.72547, -73.98396]"
MANHATTAN,AVENUE A & EAST 6 STREET,7,"[40.72539, -73.98434]"
MANHATTAN,WEST HOUSTON STREET & WEST STREET,7,"[40.72911, -74.01067]"
MANHATTAN,WEST HOUSTON STREET & WEST STREET,7,"[40.72905, -74.01073]"
MANHATTAN,1 AVENUE & EAST 89 STREET,7,"[40.77881, -73.94797]"
MANHATTAN,1 AVENUE & EAST 89 STREET,7,"[40.7788, -73.94797]"
BROOKLYN,LINDEN BOULEVARD & ROGERS AVENUE,7,"[40.65249, -73.95266]"
BROOKLYN,LINDEN BOULEVARD & ROGERS AVENUE,7,"[40.65249, -73.95267]"
MANHATTAN,2 AVENUE & EAST 17 STREET,7,"[40.73426, -73.98355]"
MANHATTAN,2 AVENUE & EAST 17 STREET,7,"[40.73426, -73.98356]"
MANHATTAN,AMSTERDAM AVENUE & WEST 141 STREET,7,"[40.82269, -73.94946]"
MANHATTAN,AMSTERDAM AVENUE & WEST 141 STREET,7,"[40.82269, -73.94947]"
BRONX,BOONE AVENUE & EAST 174 STREET,7,"[40.83588, -73.8834]"
BRONX,BOONE AVENUE & EAST 174 STREET,7,"[40.83588, -73.88341]"
QUEENS,CORONA AVENUE & JUNCTION BOULEVARD,7,"[40.7421, -73.86747]"
QUEENS,CORONA AVENUE & JUNCTION BOULEVARD,7,"[40.7421, -73.86748]"
BROOKLYN,BALTIC STREET & SMITH STREET,7,"[40.68481, -73.99176]"
BROOKLYN,BALTIC STREET & SMITH STREET,7,"[40.68481, -73.99177]"
MANHATTAN,5 AVENUE & WEST 23 STREET,7,"[40.74155, -73.98957]"
BROOKLYN,14 STREET & 5 AVENUE,7,"[40.66617, -73.98881]"
BROOKLYN,14 STREET & 5 AVENUE,7,"[40.66617, -73.98882]"
BROOKLYN,CORTELYOU ROAD & OCEAN PARKWAY,7,"[40.63852, -73.97319]"
BROOKLYN,LORIMER STREET & MONTROSE AVENUE,7,"[40.70685, -73.9482]"
QUEENS,39 STREET & 43 AVENUE,7,"[40.74576, -73.9258]"
QUEENS,39 STREET & 43 AVENUE,7,"[40.74576, -73.92581]"
QUEENS,39 STREET & QUEENS BOULEVARD,7,"[40.74403, -73.92615]"
QUEENS,39 STREET & QUEENS BOULEVARD,7,"[40.74403, -73.92616]"
QUEENS,BEACH CHANNEL DRIVE & MOTT AVENUE,7,"[40.60533, -73.75527]"
QUEENS,BEACH CHANNEL DRIVE & MOTT AVENUE,7,"[40.60533, -73.75528]"
MANHATTAN,AVENUE A & EAST HOUSTON STREET,7,"[40.72224, -73.98629]"
MANHATTAN,AVENUE A & EAST HOUSTON STREET,7,"[40.72224, -73.9863]"
MANHATTAN,EAST DRIVE & TRANSVERSE ROAD NUMBER FOUR,7,"[40.78947, -73.9574]"
MANHATTAN,5 AVENUE & WEST 57 STREET,7,"[40.76297, -73.97397]"
BROOKLYN,FLUSHING AVENUE & MARCY AVENUE,7,"[40.69979, -73.95009]"
BROOKLYN,BEDFORD AVENUE & TILDEN AVENUE,7,"[40.64663, -73.95565]"
BROOKLYN,BEDFORD AVENUE & TILDEN AVENUE,7,"[40.64663, -73.95566]"
BROOKLYN,34 STREET & 4 AVENUE,7,"[40.65543, -74.00326]"
BROOKLYN,CATON AVENUE & EAST 18 STREET,7,"[40.65136, -73.96344]"
BROOKLYN,CATON AVENUE & EAST 18 STREET,7,"[40.65136, -73.96345]"
BROOKLYN,AVENUE I & OCEAN PARKWAY,7,"[40.62657, -73.97092]"
BROOKLYN,CORTELYOU ROAD & MC DONALD AVENUE,7,"[40.63791, -73.97863]"
BROOKLYN,CORTELYOU ROAD & MC DONALD AVENUE,7,"[40.63791, -73.97864]"
MANHATTAN,EAST 17 STREET & PARK AVENUE SOUTH,7,"[40.73656, -73.98902]"
MANHATTAN,EAST 17 STREET & PARK AVENUE SOUTH,7,"[40.73655, -73.98905]"
BROOKLYN,NOSTRAND AVENUE & PARK PLACE,7,"[40.67342, -73.95016]"
BROOKLYN,NOSTRAND AVENUE & PARK PLACE,7,"[40.67342, -73.95017]"
QUEENS,81 STREET & ROOSEVELT AVENUE,7,"[40.74754, -73.88485]"
QUEENS,81 STREET & ROOSEVELT AVENUE,7,"[40.74754, -73.88487]"
MANHATTAN,6 AVENUE & WEST 32 STREET,7,"[40.74851, -73.98871]"
BROOKLYN,BEDFORD AVENUE & PARK PLACE,7,"[40.67363, -73.954]"
BROOKLYN,BEDFORD AVENUE & PARK PLACE,7,"[40.67363, -73.95401]"
BROOKLYN,BEDFORD AVENUE & KINGS HIGHWAY,7,"[40.61305, -73.94912]"
BROOKLYN,BEDFORD AVENUE & KINGS HIGHWAY,7,"[40.61305, -73.94913]"
MANHATTAN,TRANSVERSE ROAD NUMBER FOUR & WEST DRIVE,7,"[40.79163, -73.96257]"
MANHATTAN,9 AVENUE & WEST 57 STREET,7,"[40.76792, -73.98571]"
MANHATTAN,9 AVENUE & WEST 57 STREET,7,"[40.76792, -73.98573]"
BROOKLYN,AVENUE M & OCEAN PARKWAY,7,"[40.617, -73.96911]"
BROOKLYN,AVENUE M & OCEAN PARKWAY,7,"[40.61701, -73.96912]"
BRONX,BRONX RIVER PARKWAY & EAST GUN HILL ROAD,7,"[40.87829, -73.87006]"
BRONX,BRONX RIVER PARKWAY & EAST GUN HILL ROAD,7,"[40.87831, -73.87015]"
BROOKLYN,PENNSYLVANIA AVENUE & PITKIN AVENUE,7,"[40.67189, -73.89587]"
MANHATTAN,BROADWAY & WEST 169 STREET,7,"[40.84168, -73.93933]"
MANHATTAN,BROADWAY & WEST 169 STREET,7,"[40.84168, -73.93934]"
BROOKLYN,NEPTUNE AVENUE & WEST 5 STREET,7,"[40.5798, -73.97183]"
BROOKLYN,NEPTUNE AVENUE & WEST 5 STREET,7,"[40.5798, -73.97184]"
BROOKLYN,2 AVENUE & 9 STREET,7,"[40.6726, -73.99338]"
BROOKLYN,2 AVENUE & 9 STREET,7,"[40.6726, -73.99339]"
BROOKLYN,BEDFORD AVENUE & LEFFERTS AVENUE,7,"[40.66197, -73.95704]"
BROOKLYN,BEDFORD AVENUE & LEFFERTS AVENUE,7,"[40.66196, -73.95705]"
MANHATTAN,10 AVENUE & WEST 47 STREET,7,"[40.76281, -73.99316]"
QUEENS,FOREST PARK DRIVE & WOODHAVEN BOULEVARD,7,"[40.70059, -73.85456]"
QUEENS,FOREST PARK DRIVE & WOODHAVEN BOULEVARD,7,"[40.70059, -73.85457]"
MANHATTAN,1 AVENUE & EAST 29 STREET,6,"[40.74064, -73.9758]"
MANHATTAN,1 AVENUE & EAST 29 STREET,6,"[40.74064, -73.97581]"
BROOKLYN,1 STREET & 5 AVENUE,6,"[40.674, -73.98228]"
BROOKLYN,KENT AVENUE & NORTH 7 STREET,6,"[40.72032, -73.96172]"
BROOKLYN,KENT AVENUE & NORTH 7 STREET,6,"[40.72032, -73.96173]"
MANHATTAN,LENOX AVENUE & WEST 116 STREET,6,"[40.80202, -73.94968]"
MANHATTAN,LENOX AVENUE & WEST 116 STREET,6,"[40.8023, -73.95031]"
MANHATTAN,LENOX AVENUE & WEST 116 STREET,6,"[40.80202, -73.94969]"
BROOKLYN,60 STREET & BAY PARKWAY,6,"[40.61671, -73.97845]"
BROOKLYN,60 STREET & BAY PARKWAY,6,"[40.61671, -73.97846]"
BROOKLYN,BEDFORD AVENUE & BEVERLEY ROAD,6,"[40.64477, -73.95473]"
BROOKLYN,MORGAN AVENUE & STAGG STREET,6,"[40.71067, -73.9336]"
BROOKLYN,MORGAN AVENUE & STAGG STREET,6,"[40.71067, -73.93361]"
BRONX,PUGSLEY AVENUE & WESTCHESTER AVENUE,6,"[40.83356, -73.85773]"
